SaleID,ProductName,SaleAmount,Region,SaleDate
747,Headphones,944,North,2021-03-27
748,Tablet,1118,East,2021-03-28
749,Tablet,1607,North,2021-01-03
750,Headphones,3207,South,2022-10-17
751,Tablet,1046,West,2021-08-07
752,Monitor,3131,East,2022-04-26
753,Monitor,3768,East,2022-09-07
754,Tablet,3231,West,2020-12-28
755,Phone,3686,East,2022-02-27
756,Laptop,622,South,2020-05-31
757,Headphones,3101,North,2022-02-09
758,Headphones,1764,East,2021-10-21
759,Tablet,2030,North,2021-10-29
760,Laptop,3234,South,2022-09-02
761,Laptop,626,North,2021-09-07
762,Phone,1374,South,2022-08-22
763,Tablet,1378,West,2021-04-26
764,Laptop,3241,East,2020-03-07
765,Headphones,680,North,2020-04-01
766,Phone,1912,West,2020-07-31
767,Monitor,1901,South,2021-09-07
768,Phone,1647,North,2021-07-17
769,Headphones,4287,West,2020-01-16
770,Tablet,2255,North,2022-05-31
771,Tablet,728,East,2020-07-24
772,Monitor,502,North,2021-04-30
773,Phone,4199,West,2020-02-09
774,Monitor,3676,South,2021-11-15
775,Headphones,1601,North,2021-07-22
776,Headphones,4562,West,2021-06-17
777,Phone,4247,West,2021-07-21
778,Laptop,1036,South,2020-12-11
779,Monitor,2402,South,2022-02-21
780,Laptop,3713,East,2020-04-05
781,Monitor,2920,North,2021-08-27
782,Monitor,2422,North,2020-02-11
783,Laptop,4922,North,2021-06-30
784,Headphones,1532,West,2020-03-17
785,Headphones,4535,South,2020-09-25
786,Headphones,747,North,2022-01-29
787,Headphones,3640,North,2020-01-09
788,Headphones,1602,North,2020-10-11
789,Monitor,3752,West,2020-11-09
790,Monitor,4002,North,2021-09-27
791,Laptop,2526,South,2022-03-06
792,Phone,1091,West,2022-06-03
793,Phone,2363,West,2022-12-14
794,Laptop,2043,East,2021-04-15
795,Tablet,1787,South,2021-06-20
796,Laptop,594,South,2021-01-30
797,Headphones,2495,West,2022-07-06
798,Laptop,4452,West,2021-09-30
799,Laptop,1361,South,2021-06-20
800,Laptop,763,East,2021-07-01
801,Phone,872,,2020-07-04
802,Monitor,2793,South,2020-05-20
803,Laptop,2237,South,2020-01-01
804,Tablet,2674,East,2021-10-25
805,Monitor,613,West,2020-11-07
806,Monitor,4989,East,2022-12-15
807,Tablet,3622,West,2022-02-09
808,Monitor,683,South,2022-03-31
809,Phone,1698,West,2020-02-06
810,Headphones,3529,West,2020-01-10
811,Tablet,3813,East,2021-09-29
812,Phone,2711,North,2022-02-21
813,Tablet,4167,West,2020-02-20
814,Laptop,3092,South,2021-06-12
815,Monitor,1637,South,2022-08-13
816,Headphones,1264,East,2020-07-02
817,Monitor,2905,South,2020-03-30
818,Phone,1853,North,2021-12-10
819,Tablet,4555,South,2021-09-10
820,Phone,1497,West,2020-09-03
821,Headphones,4011,North,2020-12-11
822,Monitor,904,South,2020-06-11
823,Tablet,2875,East,2021-05-24
824,Phone,3768,North,2022-05-02
825,Tablet,1653,East,2020-06-30
826,Headphones,3089,East,2020-03-29
827,Monitor,2117,West,2022-03-14
828,Laptop,3983,West,2022-12-31
829,Phone,2489,East,2022-06-25
830,Monitor,1336,East,2022-04-07
831,Phone,850,North,2021-05-28
832,Phone,4036,North,2021-07-26
833,Phone,1983,East,2020-05-27
834,Monitor,2861,South,2020-05-14
835,Headphones,2914,West,2022-05-10
836,Tablet,3564,West,2021-03-09
837,Tablet,4531,South,2020-01-11
838,Phone,851,South,2021-03-27
839,Monitor,1581,South,2021-01-24
840,Tablet,4560,South,2020-12-26
841,Phone,1656,West,2021-09-11
842,Laptop,4483,North,2021-11-13
843,Tablet,3245,North,2021-10-17
844,Phone,3288,East,2021-05-30
845,Monitor,4437,West,2021-03-27
846,Headphones,1076,South,2021-11-18
847,Phone,4409,East,2022-11-12
848,Tablet,4471,West,2022-12-02
849,Tablet,2165,West,2020-10-04
850,Headphones,597,West,2022-10-06
851,Tablet,3011,West,2021-10-21
852,Tablet,2271,West,2020-07-08
853,Headphones,2552,East,2022-08-20
854,Phone,2432,South,2021-03-19
855,Monitor,1511,North,2021-02-26
856,Monitor,1753,East,2020-05-15
857,Monitor,4439,West,2020-10-17
858,Headphones,1490,West,2022-12-22
859,Tablet,3326,North,2020-04-27
860,Laptop,4058,West,2022-05-18
861,Phone,4611,East,2020-04-10
862,Laptop,4928,South,2022-09-07
863,Headphones,1709,East,2020-03-29
864,Tablet,1301,North,2021-01-15
865,Monitor,2694,West,2022-11-10
866,Tablet,3509,North,2022-11-12
867,Monitor,4302,South,2022-04-29
868,Headphones,3941,South,2020-05-28
869,Tablet,1776,North,2020-07-06
870,Laptop,1157,West,2021-09-02
871,Monitor,2666,East,2022-12-29
872,Phone,2755,West,2020-10-11
873,Laptop,845,East,2022-05-02
874,Phone,1684,North,2022-09-17
875,Phone,1931,South,2021-10-30
876,Laptop,2601,West,2022-12-26
877,Phone,2331,South,2020-12-02
878,Tablet,1945,East,2020-03-19
879,Headphones,508,West,2021-02-04
880,Headphones,3549,West,2020-02-08
881,Monitor,3115,West,2020-11-20
882,Headphones,2427,South,2022-02-03
883,Headphones,3327,West,2020-09-13
884,Laptop,1660,North,2022-07-03
885,Monitor,721,North,2022-09-23
886,Headphones,4753,North,2022-07-29
887,Monitor,2384,South,2022-10-14
888,Phone,2556,East,2020-07-01
889,Tablet,4017,North,2022-05-24
890,Laptop,923,North,2020-09-16
891,Monitor,757,West,2020-06-02
892,Phone,2288,West,2021-06-17
893,Laptop,3698,West,2020-03-20
894,Phone,2382,South,2021-03-16
895,Phone,2981,East,2021-01-21
896,Tablet,922,North,2022-12-03
897,Phone,1373,North,2022-01-21
898,Laptop,3000,West,2020-04-18
899,Phone,1998,North,2021-12-04
900,Phone,4782,West,2020-11-01
901,Tablet,518,North,2022-10-25
902,Monitor,2397,North,2022-11-21
903,Tablet,1309,South,2020-04-02
904,Tablet,1891,North,2021-12-31
905,Headphones,4582,South,2022-12-20
906,Laptop,2910,North,2022-09-25
907,Monitor,1985,West,2020-08-27
908,Phone,3952,South,2022-03-19
909,Laptop,2435,West,2022-02-15
910,Monitor,4059,East,2021-10-06
911,Headphones,3703,West,2022-05-13
912,Laptop,2656,East,2022-09-19
913,Headphones,1778,East,2022-01-23
914,Tablet,1359,North,2021-07-01
915,Tablet,691,East,2021-01-24
916,Monitor,1073,West,2021-12-04
917,Headphones,4589,South,2021-03-25
918,Tablet,2818,North,2021-09-12
919,Headphones,1452,West,2022-08-31
920,Monitor,3212,North,2021-02-12
921,Tablet,3531,East,2022-03-22
922,Laptop,3577,North,2020-09-09
923,Tablet,773,East,2022-02-23
924,Monitor,2401,West,2020-01-16
925,Laptop,1557,West,2021-10-15
926,Phone,3016,West,2021-04-17
927,Monitor,1848,North,2021-12-29
928,Monitor,3046,East,2021-05-15
929,Monitor,1287,North,2022-04-16
930,Tablet,598,East,2021-03-02
931,Monitor,3233,West,2022-06-03
932,Monitor,4694,North,2022-02-02
933,Tablet,2290,South,2021-07-21
934,Tablet,2192,East,2022-09-01
935,Tablet,2464,East,2021-09-22
936,Phone,2639,South,2022-11-21
937,Laptop,2245,West,2020-09-21
938,Headphones,2880,North,2022-08-07
939,Phone,3196,South,2022-10-26
940,Phone,3400,East,2021-06-20
941,Monitor,1435,West,2022-03-13
942,Laptop,4365,West,2022-02-22
943,Laptop,2767,East,2020-05-09
944,Tablet,2182,East,2021-03-03
945,Phone,3911,West,2020-09-04
946,Monitor,1772,South,2021-07-04
947,Tablet,3239,North,2022-03-12
948,Headphones,2626,South,2021-08-26
949,Monitor,4919,North,2021-11-19
950,Tablet,2832,West,2021-04-19
951,Monitor,2751,East,2022-10-16
952,Phone,4265,South,2020-06-02
953,Laptop,3393,South,2021-07-15
954,Monitor,2157,West,2021-05-26
955,Phone,2731,North,2020-11-14
956,Phone,3661,South,2022-04-26
957,Monitor,581,West,2022-09-06
958,Tablet,1831,East,2022-07-26
959,Tablet,545,South,2021-11-10
960,Laptop,913,East,2021-09-14
961,Headphones,4712,North,2021-02-11
962,Monitor,3555,South,2020-03-06
963,Tablet,4014,North,2021-08-31
964,Headphones,4161,East,2020-12-03
965,Headphones,2951,West,2020-05-23
966,Headphones,4363,West,2020-10-23
967,Phone,4850,North,2020-07-11
968,Headphones,888,North,2021-04-05
969,Laptop,1351,North,2021-01-01
970,Tablet,2746,East,2020-05-07
971,Headphones,4558,South,2020-05-03
972,Monitor,3245,South,2022-05-25
973,Phone,4141,East,2020-02-14
974,Tablet,2612,East,2021-07-28
975,Phone,2872,North,2020-02-07
976,Headphones,3221,East,2022-05-07
977,Tablet,943,West,2021-01-29
978,Phone,4277,East,2020-04-04
979,Laptop,2712,East,2022-03-15
980,Headphones,557,South,2021-10-04
981,Tablet,1914,East,2020-03-02
982,Phone,4199,North,2022-08-02
983,Monitor,2167,West,2020-12-23
984,Phone,4064,West,2022-03-27
985,Tablet,3746,North,2022-05-13
986,Laptop,2209,South,2021-08-16
987,Headphones,3769,West,2022-02-08
988,Monitor,2619,East,2021-02-26
989,Phone,3635,North,2020-04-03
990,Laptop,716,South,2022-03-22
991,Tablet,3708,East,2022-03-18
992,Laptop,2000,East,2020-02-19
993,Phone,2351,West,2022-09-28
994,Monitor,2543,West,2022-12-26
995,Monitor,4117,North,2022-05-15
996,Headphones,668,North,2022-11-08
997,Tablet,2351,West,2021-09-16
998,Phone,898,North,2021-04-04
999,Laptop,2628,North,2022-05-02
1000,Headphones,2710,West,2022-05-21
1001,Laptop,3903,,2022-04-23
1002,Laptop,1624,East,2020-05-07
1003,Monitor,1975,North,2020-12-05
1004,Monitor,4167,South,2022-09-10
1005,Tablet,1417,North,2022-01-14
1006,Monitor,1832,South,2021-01-06
1007,Headphones,4982,East,2021-12-28
1008,Laptop,1684,North,2021-08-23
1009,Tablet,3946,North,2022-03-15
1010,Tablet,3583,West,2022-09-05
1011,Headphones,4994,East,2020-05-05
1012,Phone,4497,South,2022-11-30
1013,Laptop,4509,South,2020-02-09
1014,Headphones,847,West,2022-02-12
1015,Tablet,673,North,2020-05-23
1016,Laptop,3157,East,2021-06-03
1017,Phone,1433,East,2020-08-23
1018,Monitor,1872,East,2021-03-01
1019,Monitor,4227,North,2021-04-24
1020,Monitor,2600,West,2021-10-12
1021,Phone,2575,West,2022-07-21
1022,Monitor,1235,East,2021-05-04
1023,Laptop,1457,East,2022-05-07
1024,Tablet,4111,North,2021-01-11
1025,Phone,1288,South,2020-02-02
1026,Headphones,552,East,2022-06-04
1027,Tablet,1819,East,2020-10-03
1028,Headphones,834,West,2022-10-13
1029,Laptop,4544,West,2021-06-04
1030,Phone,2545,South,2020-05-14
1031,Headphones,3225,North,2022-04-16
1032,Laptop,1982,South,2020-04-18
1033,Tablet,765,North,2020-10-08
1034,Monitor,2561,East,2020-10-12
1035,Headphones,4137,North,2021-07-10
1036,Laptop,3383,West,2022-09-15
1037,Laptop,4632,West,2021-08-25
1038,Laptop,4679,South,2022-01-22
1039,Monitor,882,East,2022-02-07
1040,Monitor,4147,South,2022-08-20
1041,Laptop,3236,North,2020-08-23
1042,Tablet,1947,West,2021-08-10
1043,Phone,3817,East,2021-12-03
1044,Tablet,4790,South,2022-11-02
1045,Tablet,1857,South,2020-06-06
1046,Monitor,4743,North,2021-08-23
1047,Monitor,573,East,2022-10-13
1048,Headphones,3241,South,2020-02-01
1049,Laptop,628,North,2022-07-23
1050,Monitor,908,North,2022-10-28
1051,Laptop,1840,North,2022-08-14
1052,Headphones,2351,North,2021-02-26
1053,Headphones,3769,West,2022-07-12
1054,Headphones,4969,South,2020-07-13
1055,Tablet,1147,East,2021-07-02
1056,Monitor,3918,West,2021-06-09
1057,Monitor,4672,East,2022-12-26
1058,Tablet,3742,South,2020-09-03
1059,Laptop,3835,East,2021-08-10
1060,Headphones,4018,East,2022-11-09
1061,Laptop,1767,South,2020-05-09
1062,Tablet,4523,South,2021-07-17
1063,Tablet,4560,East,2021-12-15
1064,Monitor,795,West,2020-02-13
1065,Headphones,4408,East,2021-06-22
1066,Phone,4227,East,2021-02-15
1067,Headphones,3313,North,2022-06-12
1068,Phone,906,North,2022-10-16
1069,Tablet,4746,East,2022-10-14
1070,Phone,4875,East,2020-12-20
1071,Tablet,931,East,2020-12-08
1072,Tablet,4315,West,2022-08-05
1073,Monitor,4245,West,2022-07-30
1074,Headphones,3380,West,2021-06-23
1075,Headphones,647,North,2020-04-16
1076,Phone,3802,West,2021-08-24
1077,Monitor,2251,East,2022-03-06
1078,Tablet,4954,South,2021-08-29
1079,Monitor,4369,South,2021-12-07
1080,Laptop,1254,West,2021-04-08
1081,Headphones,4160,South,2020-03-17
1082,Headphones,1196,West,2022-10-05
1083,Monitor,4956,North,2020-03-01
1084,Monitor,2448,North,2022-08-19
1085,Monitor,973,South,2021-11-22
1086,Tablet,4623,North,2020-11-08
1087,Headphones,3128,South,2022-10-08
1088,Laptop,513,West,2022-10-23
1089,Tablet,4156,East,2021-06-13
1090,Laptop,3006,North,2021-11-10
1091,Tablet,3698,East,2022-07-07
1092,Laptop,3108,East,2022-02-20
1093,Laptop,1175,North,2022-11-17
1094,Phone,2305,East,2020-06-07
1095,Headphones,682,South,2020-02-14
1096,Headphones,869,North,2021-08-20
1097,Tablet,2091,West,2021-06-13
1098,Laptop,2891,East,2022-08-22
1099,Monitor,4364,South,2021-05-09
1100,Headphones,4112,East,2020-06-11
1101,Tablet,1606,South,2020-04-11
1102,Laptop,3266,North,2022-07-25
1103,Phone,605,West,2021-05-01
1104,Laptop,2779,West,2023-01-01
1105,Laptop,4894,North,2021-08-20
1106,Phone,510,South,2020-02-15
1107,Phone,1777,North,2020-04-09
1108,Headphones,575,North,2021-10-24
1109,Tablet,520,North,2021-01-11
1110,Phone,1918,East,2021-03-29
1111,Monitor,4416,South,2022-06-14
1112,Phone,1786,South,2022-03-22
1113,Headphones,4710,West,2022-12-27
1114,Laptop,934,South,2022-04-07
1115,Tablet,1162,East,2020-09-05
1116,Headphones,1024,South,2022-02-21
1117,Tablet,4218,West,2022-02-13
1118,Laptop,3067,South,2021-08-21
1119,Phone,3948,South,2022-03-12
1120,Phone,3296,North,2022-08-07
1121,Monitor,1703,South,2020-01-24
1122,Phone,3399,North,2020-07-21
1123,Monitor,1083,West,2021-04-26
1124,Headphones,966,East,2021-04-10
1125,Tablet,989,North,2022-12-26
1126,Headphones,3547,North,2021-06-09
1127,Monitor,736,East,2020-10-30
1128,Phone,603,North,2020-04-15
1129,Tablet,2066,South,2021-08-23
1130,Monitor,3673,West,2020-03-02
1131,Headphones,2861,South,2020-01-14
1132,Monitor,4813,West,2021-10-01
1133,Laptop,2759,North,2020-12-02
1134,Laptop,3836,South,2021-02-18
1135,Tablet,1679,East,2021-12-26
1136,Tablet,1062,South,2021-02-06
1137,Tablet,4173,West,2022-03-28
1138,Monitor,2622,South,2020-02-12
1139,Phone,2955,North,2022-11-07
1140,Laptop,2005,East,2020-07-02
1141,Phone,4082,West,2022-07-31
1142,Phone,3229,North,2020-10-15
1143,Headphones,3341,North,2022-08-08
1144,Laptop,1357,South,2021-09-08
1145,Laptop,4593,North,2020-03-27
1146,Tablet,2894,East,2022-07-08
1147,Tablet,1850,East,2022-06-05
1148,Monitor,618,West,2021-03-17
1149,Tablet,1601,North,2021-07-20
1150,Phone,1618,East,2021-04-10
1151,Phone,3981,South,2021-09-30
1152,Phone,1661,West,2020-10-05
1153,Tablet,1800,East,2021-07-03
1154,Monitor,3840,West,2021-06-09
1155,Monitor,573,North,2020-07-06
1156,Tablet,4298,North,2022-10-28
1157,Headphones,1870,North,2022-10-16
1158,Monitor,4311,West,2022-08-07
1159,Monitor,2054,North,2021-09-20
1160,Tablet,4166,West,2021-06-08
1161,Monitor,4062,East,2021-08-24
1162,Headphones,3602,South,2022-04-28
1163,Monitor,3851,West,2022-10-23
1164,Tablet,3289,South,2021-06-20
1165,Headphones,4944,North,2022-02-16
1166,Tablet,684,North,2022-10-16
1167,Laptop,2823,East,2022-04-03
1168,Tablet,4553,South,2022-02-19
1169,Headphones,1140,North,2021-10-13
1170,Laptop,3964,East,2021-07-31
1171,Laptop,4244,East,2022-05-04
1172,Headphones,4597,West,2020-05-31
1173,Monitor,2294,West,2021-11-30
1174,Monitor,3363,South,2022-05-22
1175,Monitor,1415,North,2020-07-09
1176,Phone,1803,East,2021-02-08
1177,Monitor,2979,South,2021-04-12
1178,Laptop,3600,South,2022-01-07
1179,Tablet,2141,South,2022-05-31
1180,Tablet,1020,West,2022-10-07
1181,Laptop,691,West,2022-04-16
1182,Headphones,1885,South,2021-01-04
1183,Tablet,3506,North,2021-05-26
1184,Laptop,4126,East,2020-07-31
1185,Tablet,1889,West,2021-02-08
1186,Tablet,3550,East,2022-10-30
1187,Phone,3947,North,2021-10-26
1188,Tablet,3764,North,2022-06-27
1189,Headphones,1099,West,2022-12-21
1190,Phone,878,East,2020-03-27
1191,Headphones,577,East,2020-01-25
1192,Headphones,4164,North,2020-11-16
1193,Headphones,2609,West,2022-12-04
1194,Headphones,4442,West,2020-04-26
1195,Headphones,787,East,2022-03-03
1196,Tablet,2988,West,2021-09-19
1197,Tablet,3748,West,2022-09-27
1198,Monitor,1559,South,2021-09-04
1199,Monitor,2593,West,2022-10-09
1200,Laptop,3461,South,2020-12-04
1201,Laptop,1315,,2021-02-19
1202,Tablet,2235,West,2020-08-30
1203,Phone,3900,West,2020-01-12
1204,Tablet,1621,West,2020-06-03
1205,Phone,763,North,2022-06-21
1206,Laptop,4543,North,2021-03-11
1207,Laptop,787,East,2022-09-13
1208,Laptop,3671,West,2022-03-13
1209,Phone,2450,North,2022-08-16
1210,Headphones,4355,East,2022-11-30
1211,Headphones,561,South,2022-08-15
1212,Tablet,2361,East,2021-09-19
1213,Phone,806,North,2020-08-15
1214,Tablet,3161,South,2022-05-11
1215,Tablet,1242,West,2020-08-26
1216,Tablet,3178,North,2021-11-05
1217,Phone,1645,West,2022-10-28
1218,Headphones,651,West,2021-08-14
1219,Tablet,4174,South,2021-03-22
1220,Tablet,1907,East,2021-10-13
1221,Phone,1525,North,2020-05-07
1222,Laptop,1238,North,2020-01-26
1223,Tablet,2069,East,2020-06-05
1224,Laptop,805,East,2021-10-07
1225,Tablet,4448,North,2021-03-08
1226,Phone,4910,South,2020-05-08
1227,Phone,2799,South,2021-09-28
1228,Phone,2484,South,2022-11-09
1229,Headphones,1041,East,2020-08-26
1230,Monitor,803,East,2021-09-19
1231,Tablet,1547,South,2021-09-18
1232,Phone,3062,South,2020-03-05
1233,Laptop,1956,East,2021-08-25
1234,Tablet,3694,South,2022-10-17
1235,Monitor,1021,East,2022-04-02
1236,Monitor,4350,South,2021-08-16
1237,Phone,4777,East,2020-12-20
1238,Headphones,558,South,2020-12-23
1239,Headphones,3178,East,2022-08-28
1240,Tablet,2944,East,2020-11-10
1241,Monitor,4754,West,2020-02-03
1242,Tablet,2324,North,2021-10-21
1243,Tablet,1490,West,2020-01-05
1244,Headphones,4817,North,2021-12-16
1245,Headphones,1863,West,2021-11-27
1246,Monitor,1247,North,2020-03-08
1247,Laptop,2771,South,2022-12-04
1248,Laptop,4018,North,2022-02-22
1249,Headphones,3984,East,2022-04-17
1250,Phone,3033,West,2021-03-06
1251,Phone,2567,East,2021-09-29
1252,Tablet,2551,East,2020-12-28
1253,Tablet,2275,North,2022-02-10
1254,Laptop,2053,East,2022-09-26
1255,Tablet,3618,East,2020-07-05
1256,Monitor,4849,South,2021-02-12
1257,Tablet,3240,West,2022-07-29
1258,Phone,4650,South,2021-01-26
1259,Monitor,624,East,2020-07-05
1260,Phone,3910,North,2021-03-21
1261,Tablet,4406,South,2021-10-26
1262,Headphones,2415,North,2021-09-21
1263,Monitor,1709,North,2021-05-30
1264,Monitor,610,East,2022-10-26
1265,Headphones,4582,North,2020-05-16
1266,Phone,1436,East,2020-10-02
1267,Monitor,4332,North,2021-11-03
1268,Monitor,633,East,2022-11-19
1269,Tablet,1137,West,2022-04-16
1270,Monitor,4393,North,2021-05-26
1271,Tablet,2793,East,2020-04-14
1272,Tablet,864,South,2022-08-11
1273,Tablet,668,West,2022-06-11
1274,Laptop,990,South,2022-09-07
1275,Laptop,2358,North,2020-12-09
1276,Laptop,2948,North,2022-06-26
1277,Laptop,949,North,2021-12-18
1278,Monitor,4950,South,2022-02-24
1279,Headphones,3094,East,2021-03-13
1280,Monitor,712,South,2021-04-02
1281,Headphones,793,West,2020-07-15
1282,Tablet,3026,West,2022-03-28
1283,Laptop,1717,East,2020-06-13
1284,Monitor,608,South,2020-11-18
1285,Headphones,734,West,2020-12-08
1286,Phone,2629,North,2022-12-24
1287,Tablet,3575,North,2020-12-08
1288,Phone,3407,East,2021-05-05
1289,Tablet,4226,North,2022-07-15
1290,Tablet,3343,East,2022-12-07
1291,Headphones,1343,North,2021-03-15
1292,Tablet,923,West,2021-10-11
1293,Phone,1209,North,2021-04-19
1294,Laptop,3558,South,2020-07-04
1295,Laptop,4263,South,2020-01-07
1296,Phone,4010,West,2020-03-18
1297,Monitor,2685,South,2022-10-06
1298,Tablet,4878,East,2022-08-17
1299,Tablet,1516,South,2020-06-26
1300,Laptop,4542,North,2022-08-11
1301,Tablet,2742,West,2020-03-14
1302,Monitor,2126,East,2020-01-19
1303,Headphones,3892,West,2022-03-23
1304,Laptop,3584,North,2020-03-30
1305,Laptop,2694,South,2021-10-15
1306,Monitor,2161,South,2020-04-16
1307,Phone,4390,West,2022-04-27
1308,Monitor,1098,South,2021-04-25
1309,Phone,2350,East,2021-06-20
1310,Laptop,4503,West,2021-08-19
1311,Phone,3721,North,2020-06-17
1312,Tablet,3373,East,2022-10-19
1313,Monitor,709,West,2020-02-15
1314,Laptop,2035,South,2022-05-09
1315,Laptop,1729,West,2022-05-05
1316,Monitor,4793,South,2020-08-04
1317,Headphones,2368,West,2020-09-14
1318,Headphones,1963,North,2021-02-21
1319,Phone,2271,South,2021-09-21
1320,Tablet,2584,South,2021-01-13
1321,Tablet,4434,North,2022-10-02
1322,Laptop,4140,North,2022-08-01
1323,Monitor,2709,South,2022-05-03
1324,Monitor,4794,West,2022-07-27
1325,Phone,1399,West,2021-02-21
1326,Monitor,1718,South,2022-08-07
1327,Tablet,1950,West,2020-05-06
1328,Tablet,930,South,2021-05-02
1329,Phone,634,East,2021-01-14
1330,Headphones,1647,South,2021-01-23
1331,Tablet,2770,East,2022-03-02
1332,Headphones,1976,West,2022-09-28
1333,Headphones,2095,West,2021-06-23
1334,Laptop,2345,West,2021-01-12
1335,Phone,1493,North,2022-03-25
1336,Phone,2314,West,2022-09-21
1337,Monitor,2927,North,2021-03-06
1338,Headphones,1953,South,2021-01-22
1339,Phone,1248,South,2021-09-25
1340,Phone,3996,North,2022-10-14
1341,Tablet,760,West,2020-11-15
1342,Phone,3243,South,2021-05-26
1343,Monitor,4838,East,2021-09-23
1344,Laptop,3803,North,2020-07-28
1345,Phone,4393,North,2021-05-05
1346,Phone,1980,South,2022-02-09
1347,Phone,2666,South,2020-11-26
1348,Monitor,2650,North,2020-10-27
1349,Monitor,3006,North,2020-02-23
1350,Phone,1477,East,2021-12-07
1351,Tablet,4743,North,2021-09-24
1352,Headphones,3690,West,2020-02-19
1353,Tablet,1751,North,2022-01-26
1354,Laptop,1661,West,2020-06-08
1355,Monitor,2662,North,2022-07-05
1356,Phone,3702,South,2020-08-08
1357,Tablet,4013,South,2020-12-25
1358,Tablet,3728,North,2020-01-01
1359,Phone,3575,East,2021-12-17
1360,Phone,975,East,2020-03-11
1361,Phone,3156,North,2020-04-08
1362,Phone,2376,South,2021-09-21
1363,Tablet,2235,South,2021-09-10
1364,Phone,982,West,2021-02-22
1365,Tablet,4105,North,2022-01-12
1366,Tablet,2307,West,2021-02-02
1367,Tablet,4343,West,2020-09-03
1368,Monitor,800,South,2020-10-22
1369,Tablet,3540,East,2020-11-28
1370,Monitor,3847,South,2020-05-25
1371,Headphones,691,South,2022-10-26
1372,Headphones,3790,North,2020-04-02
1373,Tablet,1816,East,2022-03-12
1374,Tablet,1200,West,2020-07-12
1375,Monitor,1868,South,2021-06-29
1376,Phone,4804,North,2020-07-13
1377,Headphones,3533,West,2020-08-25
1378,Laptop,4958,South,2021-03-28
1379,Headphones,1737,West,2022-05-03
1380,Headphones,4593,East,2021-01-10
1381,Monitor,1569,North,2022-02-15
1382,Monitor,926,East,2021-04-14
1383,Tablet,4067,West,2021-01-03
1384,Monitor,3491,West,2021-08-08
1385,Phone,4767,East,2020-06-21
1386,Phone,3042,West,2022-05-11
1387,Laptop,2371,South,2020-07-09
1388,Phone,919,West,2021-06-01
1389,Monitor,2572,North,2022-08-05
1390,Monitor,1692,South,2021-04-16
1391,Monitor,3884,South,2022-04-12
1392,Monitor,3214,North,2021-06-25
1393,Headphones,3660,East,2021-11-30
1394,Headphones,4924,East,2020-04-08
1395,Headphones,4816,North,2020-07-28
1396,Monitor,3585,North,2021-12-18
1397,Headphones,3669,South,2020-04-13
1398,Monitor,4726,South,2020-03-25
1399,Monitor,3295,East,2021-03-09
1400,Phone,2431,West,2020-02-07
1401,Monitor,4147,,2020-07-23
1402,Phone,3213,East,2020-10-18
1403,Phone,4083,West,2020-02-16
1404,Tablet,3013,South,2021-03-31
1405,Headphones,4574,South,2021-05-21
1406,Laptop,2996,South,2022-03-03
1407,Phone,3293,South,2022-11-03
1408,Monitor,3437,West,2021-09-11
1409,Headphones,3859,West,2022-01-30
1410,Tablet,1647,North,2020-07-23
1411,Laptop,3656,West,2020-11-05
1412,Monitor,3973,East,2021-01-02
1413,Tablet,3506,East,2022-07-05
1414,Phone,2151,West,2022-01-10
1415,Monitor,983,East,2020-06-05
1416,Phone,4455,North,2021-04-24
1417,Headphones,1093,West,2020-07-14
1418,Tablet,4025,South,2020-08-17
1419,Tablet,534,South,2020-12-29
1420,Monitor,1751,South,2021-05-15
1421,Phone,4269,East,2021-07-28
1422,Tablet,1886,East,2021-06-13
1423,Tablet,4993,West,2022-03-11
1424,Monitor,4357,South,2022-03-25
1425,Tablet,1876,South,2021-02-14
1426,Headphones,4740,South,2021-07-01
1427,Monitor,4065,South,2022-10-20
1428,Monitor,1683,South,2022-12-06
1429,Monitor,2521,West,2020-11-17
1430,Laptop,2599,North,2022-08-04
1431,Laptop,2550,West,2021-02-14
1432,Laptop,4863,West,2021-07-20
1433,Headphones,1202,West,2021-05-06
1434,Tablet,3112,South,2020-11-28
1435,Headphones,4319,East,2022-03-10
1436,Tablet,4096,North,2022-06-15
1437,Monitor,1198,South,2022-10-18
1438,Headphones,3141,West,2021-06-12
1439,Tablet,4570,North,2022-10-17
1440,Laptop,3049,East,2022-09-20
1441,Headphones,2896,South,2020-08-01
1442,Monitor,2823,North,2022-10-01
1443,Phone,1241,North,2022-03-26
1444,Phone,4210,East,2021-04-14
1445,Headphones,2689,West,2022-04-14
1446,Laptop,4892,West,2022-03-02
1447,Phone,3948,East,2022-10-03
1448,Monitor,1458,South,2020-05-04
1449,Headphones,3199,East,2020-05-23
1450,Laptop,1113,North,2021-10-03
1451,Tablet,2131,West,2021-05-08
1452,Laptop,3555,North,2020-09-27
1453,Headphones,4239,South,2020-04-09
1454,Laptop,1271,East,2022-10-12
1455,Laptop,1246,South,2020-09-17
1456,Headphones,3658,South,2020-11-28
1457,Phone,3017,East,2020-08-05
1458,Laptop,2843,East,2020-11-24
1459,Headphones,2873,North,2022-08-27
1460,Laptop,898,East,2022-10-04
1461,Tablet,3311,South,2022-10-11
1462,Monitor,3090,East,2020-12-03
1463,Monitor,4291,West,2021-08-31
1464,Phone,2549,South,2020-09-05
1465,Headphones,4276,South,2022-10-30
1466,Tablet,2743,South,2020-05-16
1467,Phone,1835,West,2021-04-03
1468,Headphones,2485,North,2021-09-03
1469,Headphones,3759,South,2020-05-14
